,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,392924,Male,27,Married,3,Graduate,Employed,Business,Rent,21040.437631695266,817,Vehicle,4,7,1
0,392957,Female,33,Married,1,High School,Employed,Salaried,Rent,21553.413638072565,550,Home,9,24,1
0,392971,Male,35,Single,3,Graduate,Employed,Freelancer,Own,27710.614702518636,331,Home,2,27,0
0,393126,Female,35,Single,1,High School,Employed,Freelancer,Rent,22478.241034633058,585,Education,6,22,1
0,393144,Male,46,Married,3,Postgraduate,Employed,Salaried,Own,20965.24220254109,757,Home,6,27,1
0,393256,Male,52,Single,1,High School,Self-Employed,Salaried,Own,20468.92623672656,634,Vehicle,1,26,1
0,393287,Male,25,Divorced,0,High School,Self-Employed,Salaried,Own,21040.437631695266,519,Home,4,11,0
0,393301,Male,42,Single,2,High School,Employed,Salaried,Rent,23981.015346194043,370,Home,3,26,1
0,393365,Male,47,Married,0,High School,Employed,Business,Own,21028.01571663445,508,Education,9,26,1
0,393373,Female,42,Married,0,Graduate,Self-Employed,Freelancer,Own,21627.38175533804,640,Vehicle,5,11,0
0,393429,Male,32,Married,2,High School,Employed,Freelancer,Own,21015.041032339483,844,Vehicle,0,23,0
0,393462,Male,46,Single,0,High School,Employed,Business,Own,20309.11811988759,792,Personal,1,29,1
0,393490,Male,53,Single,1,High School,Employed,Salaried,Rent,21040.259076286708,509,Education,2,14,1
0,393512,Male,50,Married,2,Postgraduate,Unemployed,Freelancer,Own,21081.319294931072,323,Vehicle,1,27,0
0,393631,Male,56,Divorced,0,High School,Unemployed,Salaried,Own,20925.037818441186,307,Home,8,18,0
0,393686,Female,45,Divorced,1,Postgraduate,Self-Employed,Salaried,Own,22430.892723890032,559,Home,5,8,0
0,393749,Female,29,Divorced,2,Graduate,Employed,Freelancer,Other,20848.273701348997,827,Home,0,14,1
0,393769,Male,44,Single,0,Postgraduate,Self-Employed,Professional,Rent,22362.32676288383,323,Home,0,26,1
0,393795,Male,40,Single,2,High School,Self-Employed,Freelancer,Rent,31322.05313589974,442,Vehicle,3,28,1
0,393857,Female,37,Married,3,Graduate,Unemployed,Business,Own,20491.265844346184,780,Education,6,20,1
0,393873,Female,41,Married,1,Graduate,Employed,Salaried,Own,20792.62598470977,849,Home,2,20,1
0,393879,Male,40,Single,2,High School,Employed,Salaried,Own,20645.845229431896,377,Personal,6,8,0
0,393902,Male,41,Single,0,Postgraduate,Self-Employed,Salaried,Own,21100.803042194297,849,Home,2,20,1
0,393926,Female,29,Single,0,Graduate,Self-Employed,Freelancer,Rent,21554.884496802057,814,Home,1,28,0
0,393971,Female,37,Married,2,High School,Self-Employed,Professional,Rent,22801.772831072973,809,Home,8,10,1
0,393979,Male,38,Married,0,Graduate,Employed,Business,Rent,20787.745470209215,832,Home,4,13,1
0,394017,Male,41,Married,1,Postgraduate,Employed,Business,Own,21040.437631695266,830,Personal,4,20,1
0,394041,Female,37,Married,3,High School,Self-Employed,Business,Other,21040.437631695266,330,Personal,2,13,1
0,394151,Male,31,Married,2,Graduate,Self-Employed,Freelancer,Own,20895.718130999696,840,Home,2,17,1
0,394157,Male,28,Single,3,Postgraduate,Self-Employed,Business,Own,22379.437980810366,383,Vehicle,0,23,0
0,394194,Male,38,Single,2,Postgraduate,Self-Employed,Business,Own,20966.604970256973,849,Vehicle,2,19,1
0,394199,Male,31,Married,2,Postgraduate,Self-Employed,Professional,Rent,20486.27758089219,426,Home,5,28,0
0,394251,Male,50,Single,0,High School,Employed,Salaried,Own,21040.437631695266,783,Education,5,21,1
0,394343,Male,27,Married,2,Graduate,Employed,Professional,Own,20766.395100600213,849,Home,1,28,1
0,394406,Male,41,Single,1,Graduate,Employed,Freelancer,Own,21040.437631695266,788,Home,5,13,1
0,394514,Male,62,Single,1,Graduate,Unemployed,Freelancer,Own,20580.71355252897,763,Personal,3,15,1
0,394523,Male,37,Single,0,High School,Employed,Salaried,Own,21153.56821778389,604,Home,3,8,0
0,394543,Female,39,Married,1,Graduate,Employed,Business,Own,24128.542134701922,848,Education,0,7,1
0,394550,Male,53,Single,2,Graduate,Self-Employed,Business,Own,21040.437631695266,458,Education,0,9,1
0,394551,Male,31,Married,0,High School,Unemployed,Business,Other,20636.77995081585,617,Personal,8,14,1
0,394552,Female,24,Married,3,High School,Employed,Business,Own,21701.3331116552,653,Vehicle,8,25,1
0,394572,Female,37,Married,1,Graduate,Employed,Business,Own,21337.15738379739,821,Personal,4,22,0
0,394656,Male,50,Married,1,High School,Employed,Freelancer,Other,21119.442242898658,300,Home,3,9,0
0,394787,Male,43,Married,3,Postgraduate,Self-Employed,Business,Rent,21175.145373285366,639,Home,2,24,1
0,394860,,55,Married,1,Graduate,Employed,Business,Own,21040.437631695266,324,Vehicle,0,13,0
0,394864,Male,29,Single,0,Graduate,Self-Employed,Freelancer,Rent,20128.95400235279,398,Personal,8,26,0
0,394928,Male,29,Divorced,0,High School,Unemployed,Freelancer,Rent,21040.437631695266,830,Personal,4,6,1
0,394948,Male,69,Married,0,Postgraduate,Employed,Salaried,Own,21054.36974240508,785,Education,1,18,1
0,394960,Male,28,Married,0,High School,Employed,Business,Own,20822.9403831246,814,Home,2,7,1
0,394982,Male,38,Single,3,Graduate,Unemployed,Salaried,Rent,20680.949496402325,550,Personal,6,10,1
0,394994,Male,45,Married,0,High School,Employed,Business,Own,20504.919518077906,756,Home,2,19,0
0,395015,Female,33,Single,3,High School,Unemployed,Salaried,Rent,21057.380556018335,845,Personal,7,16,1
0,395049,Female,28,Divorced,3,High School,Self-Employed,Professional,Rent,20698.670949671516,768,Home,1,22,0
0,395055,Male,56,Married,0,Graduate,Self-Employed,Professional,Rent,21040.437631695266,315,Home,3,14,1
0,395061,Male,37,Married,3,Postgraduate,Self-Employed,Professional,Own,20454.698928090336,478,Home,3,18,0
0,395066,Male,37,Single,3,High School,Self-Employed,Freelancer,Own,20694.602486013708,845,Education,9,21,1
0,395108,Male,28,Single,3,Graduate,Employed,Professional,Rent,21671.053945437845,704,Personal,2,23,1
0,395167,Male,53,Married,2,Graduate,Self-Employed,Professional,Own,21247.005715785464,414,Vehicle,1,23,0
0,395172,Male,37,Married,2,High School,Unemployed,Business,Rent,20422.072202928674,843,Home,5,8,1
0,395173,Male,27,Single,2,High School,Employed,Professional,Own,21040.437631695266,640,Education,4,10,1
0,395208,Male,30,Married,3,Graduate,Employed,Professional,Own,20113.77474026443,513,Education,0,19,0
0,395228,Male,25,Single,1,High School,Unemployed,Business,Rent,20847.75445401147,494,Home,2,14,1
0,395277,Male,35,Married,1,High School,Employed,Salaried,Rent,21040.437631695266,741,Home,6,12,0
0,395299,Male,25,Married,2,High School,Unemployed,Freelancer,Own,22556.023806910463,834,Education,4,28,1
0,395312,Female,45,Married,2,Graduate,Self-Employed,Business,Rent,72817.67538136759,849,Home,8,11,1
0,395467,Male,47,Single,0,High School,Unemployed,Freelancer,Own,21040.437631695266,391,Home,9,28,0
0,395474,Male,26,Single,1,High School,Self-Employed,Salaried,Own,20945.56895394388,617,Home,8,25,1
0,395491,Male,38,Single,3,Graduate,Employed,Professional,Own,24072.17882818779,592,Personal,7,20,1
0,395534,Female,50,Single,2,Graduate,Unemployed,Salaried,Own,21040.437631695266,837,Home,8,13,1
0,395558,Male,56,Married,2,Postgraduate,Self-Employed,Freelancer,Own,20918.04918711508,671,Vehicle,7,24,1
0,395579,Male,50,Married,0,High School,Employed,Business,Own,22369.79496256778,842,Vehicle,5,8,0
0,395585,Male,42,Married,3,High School,Self-Employed,Professional,Rent,21944.24303640962,476,Home,3,21,0
0,395601,Male,38,Married,1,High School,Employed,Business,Rent,20602.645082366205,695,Home,5,20,1
0,395705,Female,35,Married,1,Graduate,Unemployed,Freelancer,Own,22021.716586293664,767,Home,4,18,1
0,395767,Male,41,Married,0,Graduate,Self-Employed,Professional,Own,21166.916773844285,849,Home,9,22,1
0,395776,Male,33,Single,0,Postgraduate,Employed,Salaried,Rent,22018.66677782107,381,Home,5,19,0
0,395846,Male,24,Single,1,Postgraduate,Employed,Business,Own,20411.977323201983,694,Personal,6,29,1
0,395911,Male,43,Married,2,Graduate,Employed,Professional,Own,20683.338786687324,849,Education,8,16,1
0,395929,Male,33,Divorced,3,High School,Employed,Freelancer,Own,20533.071412100213,794,Home,2,24,1
0,395939,Female,39,Single,1,Postgraduate,Unemployed,Professional,Rent,22420.643917087,462,Personal,7,16,1
0,396105,Male,44,Married,0,High School,Employed,Business,Own,22146.517581250384,846,Home,2,28,1
0,396122,Female,45,Single,3,Graduate,Unemployed,Professional,Own,21600.68259085623,848,Home,9,22,1
0,396155,Male,46,Single,3,Graduate,Self-Employed,Professional,Own,20880.295664130717,568,Education,4,18,1
0,396202,Male,35,Single,1,High School,Employed,Professional,Rent,20650.547530584063,849,Home,6,9,1
0,396330,Male,38,Single,0,Graduate,Employed,Freelancer,Own,21510.439250718842,300,Personal,6,13,0
0,396333,Female,62,Single,3,High School,Employed,Freelancer,Rent,24249.518212841624,670,Home,7,22,1
0,396371,Male,22,Married,2,High School,Employed,Salaried,Own,21962.548044328236,509,Vehicle,1,25,1
0,396387,Male,34,Married,3,High School,Self-Employed,Professional,Own,21129.380117007477,317,Education,3,7,0
0,396395,Female,25,Married,1,High School,Self-Employed,Salaried,Own,22291.5791421156,307,Vehicle,2,18,0
0,396475,Male,32,Single,1,Postgraduate,Employed,Professional,Own,20698.894657022465,846,Education,4,9,0
0,396484,Female,30,Single,0,Postgraduate,Self-Employed,Freelancer,Rent,21595.18568392997,468,Home,6,11,1
0,396489,Male,59,Married,1,Graduate,Self-Employed,Salaried,Own,21040.437631695266,776,Home,1,8,1
0,396620,Male,36,Married,2,Postgraduate,Employed,Salaried,Own,20622.914199778945,492,Home,7,28,0
0,396660,Male,41,Married,3,High School,Unemployed,Salaried,Own,21040.437631695266,774,Personal,5,26,1
0,396730,Male,30,Single,0,Graduate,Employed,Salaried,Rent,22322.062176194067,718,Education,0,26,1
0,396756,Female,28,Single,2,Graduate,Self-Employed,Salaried,Own,21040.437631695266,849,Personal,8,13,1
0,396803,Male,57,Divorced,1,High School,Employed,Freelancer,Own,20727.22373821265,647,Home,4,13,1
0,396811,Female,64,Married,3,Postgraduate,Employed,Professional,Rent,21522.28342615312,300,Personal,8,29,0
0,396837,Male,40,Divorced,0,Graduate,Employed,Business,Own,21040.437631695266,652,Vehicle,5,21,0
0,396944,Female,60,Married,1,High School,Self-Employed,Salaried,Own,20668.16602374219,300,Education,9,28,0
0,396996,Male,51,Married,3,High School,Employed,Salaried,Own,20310.52159276366,811,Home,3,11,1
0,397054,Male,37,Married,2,High School,Employed,Salaried,Own,20514.25057744577,639,Home,9,7,0
0,397080,Male,56,Divorced,0,Postgraduate,Employed,Professional,Rent,23267.313985484325,845,Education,8,8,1
0,397107,Male,25,Married,3,High School,Employed,Freelancer,Rent,20598.39806329984,838,Vehicle,3,11,1
0,397133,Male,68,Married,1,Postgraduate,Employed,Freelancer,Own,21111.224931443172,827,Education,4,16,1
0,397158,Male,39,Single,0,High School,Self-Employed,Professional,Rent,20422.747429703562,849,Vehicle,4,22,1
0,397166,Female,32,Married,3,High School,Employed,Business,Rent,20233.8563310605,821,Home,7,15,1
0,397174,Female,43,Married,0,Graduate,Self-Employed,Business,Own,20426.855230280882,573,Personal,5,8,0
0,397183,Male,29,Single,1,Postgraduate,Employed,Professional,Rent,22384.601037011053,824,Personal,1,13,1
0,397227,Female,41,Single,2,Graduate,Self-Employed,Professional,Own,20375.284186743535,316,Education,3,16,0
0,397231,Male,38,Married,3,Graduate,Employed,Freelancer,Rent,21163.50746013339,665,Home,6,22,0
0,397266,Male,43,Married,0,Postgraduate,Employed,Freelancer,Rent,22424.19108104626,750,Education,1,18,1
0,397404,Male,45,Single,1,High School,Employed,Business,Rent,21040.437631695266,378,Home,7,16,1
0,397418,Female,39,Divorced,2,High School,Employed,Freelancer,Rent,21689.993817031325,797,Home,7,17,1
0,397480,Female,29,Single,0,High School,Self-Employed,Professional,Own,22101.699147522082,830,Vehicle,4,17,1
0,397488,Female,56,Married,1,Postgraduate,Unemployed,Business,Own,21663.38187789278,303,Education,9,6,1
0,397498,Male,32,Married,1,Postgraduate,Employed,Business,Rent,22348.720977575857,349,Home,8,8,1
0,397545,Female,30,Married,1,Graduate,Unemployed,Professional,Own,20851.503775530997,835,Personal,3,28,1
0,397590,Male,28,Married,1,Graduate,Employed,Business,Own,21286.920374921672,421,Vehicle,7,9,1
0,397629,Male,47,Married,3,Postgraduate,Self-Employed,Freelancer,Other,21040.437631695266,372,Education,1,27,1
0,397648,Male,35,Married,1,Graduate,Employed,Freelancer,Own,20528.619156932058,621,Education,9,15,1
0,397652,Male,29,Divorced,2,Graduate,Employed,Freelancer,Rent,23523.145917267586,605,Personal,9,6,0
0,397689,Male,35,Single,2,High School,Employed,Salaried,Own,20821.160302001746,327,Personal,6,11,0
0,397775,Male,43,Married,3,Graduate,Self-Employed,Salaried,Rent,21040.437631695266,841,Home,8,9,1
0,397938,Female,47,Single,0,Postgraduate,Self-Employed,Salaried,Own,20867.99483836996,335,Personal,4,9,0
0,397956,Male,46,Single,1,High School,Employed,Professional,Own,20612.076365363777,321,Home,2,10,0
0,397999,Female,48,Divorced,0,Postgraduate,Employed,Professional,Other,21298.11874075565,651,Home,1,9,1
0,398122,Male,27,Married,2,High School,Employed,Salaried,Other,20646.94974171969,561,Vehicle,4,11,1
0,398130,Female,47,Married,1,High School,Employed,Business,Own,20213.81297335973,323,Home,4,27,1
0,398131,Male,41,Married,0,High School,Employed,Salaried,Own,20758.52942699913,409,Home,8,21,0
0,398147,Female,66,Married,1,Graduate,Self-Employed,Salaried,Own,20874.4714056221,849,Education,3,23,1
0,398162,Female,44,Single,0,Graduate,Unemployed,Salaried,Own,21033.549223998867,831,Home,6,9,1
0,398178,Male,49,Married,3,Graduate,Employed,Professional,Own,21040.437631695266,609,Home,6,26,1
0,398181,Male,38,Divorced,2,Graduate,Self-Employed,Salaried,Rent,21455.132226008584,306,Home,4,17,0
0,398205,Male,50,Married,2,Postgraduate,Employed,Freelancer,Own,20794.71186762429,805,Home,0,17,1
0,398219,Male,40,Single,3,Postgraduate,Employed,Salaried,Other,20858.079882292506,326,Home,2,19,0
0,398251,Male,41,Divorced,0,Graduate,Self-Employed,Business,Own,20747.908800791687,482,Home,6,7,0
0,398270,Female,40,Married,3,High School,Unemployed,Salaried,Rent,22027.59865297095,538,Home,9,24,1
0,398284,Male,39,Married,3,High School,Employed,Professional,Rent,21040.437631695266,301,Personal,7,17,1
0,398287,Male,27,Married,3,High School,Employed,Business,Own,21511.519476734597,569,Vehicle,9,16,0
0,398341,Female,43,Married,2,Graduate,Employed,Salaried,Own,20743.363163197217,848,Education,0,10,1
0,398384,Female,49,Married,3,Graduate,Employed,Salaried,Own,21562.769325772642,837,Personal,3,13,1
0,398517,Female,34,Married,1,High School,Employed,Business,Own,21862.93533408398,435,Personal,2,28,0
0,398543,Female,22,Married,0,Graduate,Self-Employed,Salaried,Rent,21225.412141395842,834,Home,0,29,1
0,398549,Female,32,Single,2,Postgraduate,Employed,Salaried,Own,23976.595928802173,847,Education,5,11,0
0,398676,Female,40,Married,0,Graduate,Employed,Freelancer,Rent,21216.706710078266,849,Vehicle,7,20,1
0,398681,Female,49,Married,1,Postgraduate,Employed,Salaried,Rent,21040.437631695266,675,Education,5,24,1
0,398731,Female,37,Married,1,Postgraduate,Employed,Salaried,Own,20468.83695902228,656,Personal,8,27,1
0,398804,Male,26,Single,3,High School,Self-Employed,Business,Rent,20918.34609534234,849,Home,3,10,1
0,398811,Male,57,Married,2,Postgraduate,Employed,Freelancer,Own,21040.437631695266,756,Home,3,24,1
0,398893,Female,20,Married,3,High School,Employed,Professional,Own,20486.65008441694,849,Home,4,12,1
0,398953,Male,29,Single,0,Graduate,Unemployed,Professional,Own,21224.854925379484,810,Education,8,10,1
0,398967,Male,38,Divorced,2,High School,Self-Employed,Salaried,Own,20693.757597394673,775,Personal,3,11,0
0,399133,Male,41,Married,1,Graduate,Employed,Professional,Rent,21981.917201434626,818,Personal,0,18,0
0,399240,Male,40,Married,2,High School,Unemployed,Salaried,Own,21016.3774614223,344,Home,3,25,0
0,399292,Male,36,Married,0,Postgraduate,Self-Employed,Professional,Rent,21040.437631695266,846,Home,2,23,1
0,399564,Male,27,Single,1,High School,Employed,Salaried,Own,21040.437631695266,751,Vehicle,7,12,1
0,399576,Female,34,Single,2,High School,Employed,Freelancer,Own,20596.177750738647,845,Personal,4,6,1
0,399623,Male,46,Married,3,High School,Employed,Professional,Rent,22359.06624534673,559,Home,8,28,1
0,399825,Male,62,Married,0,Graduate,Self-Employed,Professional,Own,20496.47097394774,593,Personal,0,7,0
0,399926,Male,51,Single,1,Graduate,Self-Employed,Salaried,Rent,21105.87100566782,765,Home,5,23,1
0,400058,Female,52,Single,3,High School,Employed,Business,Rent,22631.298594024,649,Home,3,10,0
0,400249,Male,32,Married,1,High School,Unemployed,Business,Own,20079.04263475858,849,Home,6,16,1
0,400315,Male,32,Married,3,High School,Employed,Business,Rent,23366.83468154294,333,Home,6,24,1
0,400319,Female,65,Married,3,Graduate,Employed,Business,Rent,20320.857282849785,573,Vehicle,8,7,1
0,400328,Female,47,Married,2,Graduate,Unemployed,Business,Rent,21632.65837551505,339,Education,5,18,1
0,400408,Male,51,Married,0,Graduate,Employed,Professional,Rent,20807.765909878617,849,Vehicle,3,12,1
0,400429,Male,24,Married,0,Postgraduate,Self-Employed,Professional,Own,21467.36087707355,736,Education,1,9,1
0,400454,Male,38,Divorced,1,High School,Employed,Freelancer,Own,21040.437631695266,843,Vehicle,8,12,1
0,400487,Male,43,Married,1,Postgraduate,Employed,Business,Own,21069.908167671572,705,Vehicle,4,20,1
0,400602,Female,53,Divorced,2,Graduate,Employed,Professional,Own,20806.259476891482,710,Personal,7,27,0
0,400992,Male,26,Married,1,Postgraduate,Unemployed,Business,Own,20949.73114208817,583,Vehicle,2,20,0
0,401069,Male,40,Single,1,Postgraduate,Employed,Professional,Own,21831.907740215433,739,Home,9,24,1
0,401072,Female,23,Married,3,Graduate,Self-Employed,Salaried,Own,20365.714369377256,722,Home,4,28,0
0,401111,Male,44,Single,1,High School,Self-Employed,Business,Own,20965.641386759067,720,Home,3,14,1
0,401163,Male,39,Divorced,0,Graduate,Employed,Salaried,Own,20629.04562831991,596,Personal,9,16,1
0,401288,Male,47,Married,3,High School,Self-Employed,Freelancer,Own,21048.875914020344,844,Home,3,24,0
0,401407,Male,27,Married,0,Graduate,Self-Employed,Freelancer,Own,22093.069311502,328,Home,2,22,0
0,401412,Male,31,Married,2,Postgraduate,Employed,Salaried,Own,21191.837567504084,649,Vehicle,9,20,1
0,401463,Female,35,Married,0,Postgraduate,Self-Employed,Professional,Own,21931.99454585482,300,Personal,4,14,0
0,401493,Male,59,Divorced,3,Graduate,Self-Employed,Professional,Rent,21692.151874641644,798,Home,5,24,1
0,401521,Female,35,Single,0,High School,Self-Employed,Business,Rent,21241.02034693694,308,Education,6,7,0
0,401578,Male,24,Married,1,Graduate,Unemployed,Salaried,Own,21040.437631695266,301,Home,6,27,0
0,401646,Female,58,Single,0,Graduate,Self-Employed,Professional,Rent,22272.80072292219,341,Vehicle,2,26,0
0,401686,Male,25,Single,3,Postgraduate,Employed,Salaried,Own,22425.206657689952,831,Vehicle,6,28,1
0,401740,Female,37,Married,0,Graduate,Self-Employed,Freelancer,Rent,20792.698501465737,710,Education,6,16,1
0,401786,Male,41,Married,3,High School,Self-Employed,Professional,Own,21005.741442507227,591,Education,4,22,1
0,401799,Male,28,Married,3,Graduate,Self-Employed,Salaried,Own,21283.598628614207,716,Home,3,23,1
0,401834,Female,46,Single,0,High School,Employed,Business,Own,20473.47939964476,742,Education,9,8,0
0,401836,Male,33,Married,1,Graduate,Employed,Salaried,Other,20972.68030093011,630,Vehicle,5,20,1
0,401929,Female,33,Single,1,High School,Employed,Salaried,Rent,21261.266888378483,798,Home,0,29,1
0,401935,Female,40,Single,1,Graduate,Employed,Freelancer,Own,21274.072937009812,763,Vehicle,0,13,1
0,401946,Male,27,Married,0,Postgraduate,Self-Employed,Business,Own,21040.437631695266,330,Vehicle,9,21,1
0,401950,Male,32,Single,0,Postgraduate,Self-Employed,Business,Own,20885.642748702678,621,Education,3,16,1
0,401974,Male,55,Married,2,High School,Employed,Professional,Own,20358.565995951925,777,Personal,0,13,1
0,402021,Female,49,Single,3,Postgraduate,Employed,Professional,Own,20854.840572485926,751,Home,4,7,0
0,402057,Male,29,Single,3,Graduate,Employed,Business,Other,23053.898198857914,375,Home,3,16,1
0,402073,Male,30,Divorced,1,Graduate,Employed,Salaried,Own,20883.61912073903,762,Home,9,7,1
0,402103,Male,43,Single,1,Graduate,Employed,Business,Own,21715.658933620285,533,Personal,3,25,0
0,402112,Male,30,Married,3,High School,Employed,Freelancer,Rent,21388.923401631437,629,Home,7,8,1
0,402210,Female,31,Married,1,Postgraduate,Self-Employed,Business,Rent,21277.25820130959,781,Home,4,21,1
0,402287,Male,49,Married,0,Postgraduate,Self-Employed,Salaried,Rent,22069.818797650598,603,Personal,0,15,0
0,402320,Male,32,Single,1,Graduate,Self-Employed,Freelancer,Rent,20701.422139616006,827,Education,7,10,1
0,402560,Male,49,Married,0,High School,Self-Employed,Salaried,Rent,21040.437631695266,822,Home,4,26,0
0,402663,Male,26,Single,3,High School,Unemployed,Business,Own,20644.618601663533,830,Education,5,8,0
0,402664,Male,37,Married,1,Graduate,Unemployed,Business,Own,21193.20957084455,567,Vehicle,7,17,1
0,402684,Male,29,Single,1,High School,Self-Employed,Freelancer,Rent,21304.211516497446,433,Vehicle,6,27,1
0,402713,Male,28,Married,0,High School,Employed,Business,Rent,20787.56281007862,847,Personal,8,19,1
0,402826,Male,33,Married,3,High School,Employed,Freelancer,Own,23441.563198565545,835,Vehicle,7,18,0
0,403009,Male,50,Single,2,Graduate,Employed,Business,Own,21987.585822566056,848,Home,3,23,1
0,403031,Male,53,Married,1,Postgraduate,Self-Employed,Professional,Own,22121.210601659048,301,Vehicle,2,9,0
0,403106,Female,28,Married,1,Postgraduate,Employed,Professional,Rent,20596.215035297137,826,Vehicle,1,7,1
0,403141,Male,51,Single,2,Graduate,Self-Employed,Freelancer,Own,21040.437631695266,840,Personal,8,12,0
0,403192,Female,44,Married,1,Graduate,Employed,Business,Rent,20905.922812040844,848,Education,0,15,1
0,403203,Female,38,Divorced,0,High School,Employed,Freelancer,Own,20830.562509884898,696,Vehicle,5,13,1
0,403228,Male,42,Single,0,High School,Employed,Salaried,Own,21053.407527147858,645,Personal,2,15,1
0,403255,Male,40,Single,1,High School,Employed,Salaried,Rent,20410.22597513338,849,Home,1,26,1
0,403359,Male,47,Single,1,High School,Unemployed,Professional,Own,20462.95455028482,798,Personal,5,14,0
0,403381,Male,34,Single,2,Graduate,Self-Employed,Professional,Rent,20571.189913285594,324,Home,2,21,0
0,403597,Male,47,Single,0,Graduate,Self-Employed,Professional,Rent,21040.437631695266,784,Education,0,17,0
0,403641,Male,44,Married,2,Postgraduate,Self-Employed,Freelancer,Own,21040.437631695266,623,Personal,0,7,1
0,403659,Male,34,Single,2,High School,Employed,Professional,Rent,21040.437631695266,837,Personal,8,25,1
0,403825,Male,31,Married,0,Graduate,Self-Employed,Professional,Own,21031.73083213701,429,Home,1,16,0
0,403869,Male,21,Married,0,Postgraduate,Employed,Salaried,Own,21708.976788206186,408,Vehicle,9,23,1
0,403874,Male,36,Single,3,Postgraduate,Employed,Salaried,Own,21331.703234392327,482,Personal,9,8,0
0,403943,Female,32,Single,3,High School,Self-Employed,Business,Rent,20580.413565760187,301,Home,0,28,0
0,403993,Female,39,Divorced,2,Graduate,Employed,Professional,Rent,21548.321388326993,352,Home,2,26,0
0,404050,Female,31,Single,2,High School,Employed,Professional,Own,21111.346704863565,637,Vehicle,2,7,1
0,404055,Male,49,Married,3,Postgraduate,Employed,Salaried,Rent,20346.760815376987,756,Home,8,19,1
0,404127,Male,41,Single,0,Graduate,Unemployed,Business,Own,20434.801630082005,673,Home,3,18,1
0,404253,Male,55,Single,2,Graduate,Employed,Professional,Rent,21397.193732413216,408,Home,7,22,0
0,404351,Female,36,Single,3,Graduate,Employed,Business,Own,20705.665396020504,849,Vehicle,3,11,0
0,404352,Female,37,Married,0,High School,Unemployed,Professional,Own,21040.437631695266,794,Education,3,29,1
0,404531,Male,28,Single,2,Postgraduate,Unemployed,Professional,Own,20507.263314360345,426,Education,1,24,1
0,404587,Female,56,Divorced,0,High School,Employed,Business,Rent,20526.510698046342,849,Education,6,28,1
0,404652,Male,34,Single,1,High School,Unemployed,Professional,Own,22192.960116664177,849,Education,5,28,0
0,404731,Female,23,Married,2,High School,Unemployed,Business,Other,20432.764319711572,698,Home,3,8,1
0,404896,Male,58,Married,1,High School,Unemployed,Professional,Own,26538.807891365403,847,Home,8,19,1
0,404902,Male,50,Married,3,High School,Employed,Freelancer,Other,22414.77074397412,395,Personal,6,17,1
0,404918,Male,42,Divorced,3,Graduate,Self-Employed,Salaried,Rent,21261.878491961816,842,Home,6,18,1
0,404958,Male,38,Married,2,Postgraduate,Unemployed,Business,Other,21040.437631695266,848,Personal,3,25,1
0,405008,Male,38,Married,1,Graduate,Unemployed,Freelancer,Other,21040.437631695266,401,Education,1,22,1
0,405050,Male,40,Single,0,High School,Self-Employed,Business,Own,21189.50198066572,841,Vehicle,3,24,1
0,405059,Male,55,Single,3,High School,Unemployed,Freelancer,Other,20450.632174733375,836,Education,0,18,0
0,405203,Male,55,Married,0,Postgraduate,Unemployed,Salaried,Own,21168.57816008827,676,Home,9,19,1
0,405215,Male,32,Married,3,Graduate,Self-Employed,Business,Other,21040.437631695266,747,Personal,5,9,1
0,405424,Female,39,Married,1,Postgraduate,Self-Employed,Professional,Own,20450.348264792567,781,Education,1,27,0
0,405434,Male,26,Single,2,High School,Employed,Freelancer,Other,20785.20464726906,554,Personal,5,13,1
0,405467,Male,39,Single,2,Graduate,Employed,Freelancer,Own,21783.766191938987,739,Home,0,28,1
0,405475,Female,57,Single,1,Graduate,Employed,Business,Rent,20951.42707640929,690,Vehicle,3,9,1
0,405536,Male,38,Married,3,Postgraduate,Employed,Business,Other,20367.592279708628,750,Personal,2,10,1
0,405546,Male,58,Single,3,Graduate,Employed,Freelancer,Rent,21666.200111630522,495,Vehicle,3,7,1
0,405709,Male,38,Married,1,Graduate,Employed,Business,Own,20388.187380463045,798,Personal,6,17,1
0,405818,Male,30,Single,2,High School,Self-Employed,Business,Own,20913.05579275854,498,Vehicle,1,14,0
0,405854,Female,44,Divorced,2,High School,Unemployed,Business,Own,21040.437631695266,816,Education,3,6,0
0,405873,Male,19,Married,2,High School,Unemployed,Professional,Rent,21296.545948095605,849,Home,6,26,1
0,406038,Female,45,Married,1,Postgraduate,Self-Employed,Freelancer,Own,21354.84770959114,665,Vehicle,7,22,1
0,406073,Female,36,Single,2,Graduate,Unemployed,Professional,Own,20775.305768019578,803,Home,1,23,1
0,406184,Male,58,Single,3,High School,Employed,Business,Own,20686.769992249076,739,Education,7,26,1
0,406244,Male,44,Married,2,Graduate,Employed,Salaried,Other,20884.82077811501,452,Vehicle,5,19,0
0,406253,Male,36,Single,1,Postgraduate,Self-Employed,Business,Own,20574.678927016015,605,Home,5,20,1
0,406334,Female,46,Single,1,High School,Employed,Professional,Own,21040.437631695266,304,Home,5,27,0
0,406353,Male,37,Single,1,Postgraduate,Self-Employed,Salaried,Rent,21040.437631695266,825,Vehicle,1,11,1
